first_name,last_name,age,marital_status,speak_1,listen_1,read_1,write_1,all_2,education,work_experience,arranged_employment,adaptability_spouse_language,adaptability_spouse_education,adaptability_spouse_work,adaptability_you_education,adaptability_you_work,adaptability_you_employment,adaptability_relatives
Meredith,O'Malley,75,Married,8,7,7,7,no,Secondary school (high school diploma),3,no,yes,no,no,no,no,no,yes
Meredith,Pyle,31,Single,10,7,7,8,yes,Secondary school (high school diploma),2,no,no,no,no,no,no,yes,no
Mia,Stapleton,20,Single,7,10,7,8,no,University degree at the Master’s level,8,yes,no,no,no,no,yes,yes,no
Mia,Tagano,27,Single,10,10,7,9,no,Bachelor’s degree or other programs (three or more years),10,yes,no,no,no,no,no,no,yes
Michael,Agulnek,23,Single,9,8,9,8,no,Bachelor’s degree or other programs (three or more years),12,yes,no,no,no,no,no,no,yes
Michael,Bidinger,71,Single,9,7,9,8,no,Bachelor’s degree or other programs (three or more years),10,no,no,no,no,yes,no,yes,yes
Michael,Cabral,22,Married,10,10,10,10,no,"Two-year degree, diploma or certificate",11,yes,yes,no,no,yes,no,no,no
Michael,Chia-Wei Chen,30,Single,9,9,7,10,no,University degree at the Master’s level,7,yes,no,no,no,yes,no,no,no
Michael,Daley,39,Married,7,9,7,9,no,University degree at the Master’s level,9,no,yes,no,no,no,no,yes,no
Michael,"Douglass, Jr.",72,Married,8,8,7,8,yes,"Two or more certificates, diplomas, or degrees",15,yes,no,no,no,no,yes,no,yes
Michael,Fong,41,Married,10,10,8,10,no,"Two-year degree, diploma or certificate",6,yes,no,no,no,no,yes,yes,yes
Michael,Frederickson,74,Single,7,8,7,8,yes,"Two-year degree, diploma or certificate",10,no,no,no,no,yes,no,no,no
Michael,Galbraith,57,Single,9,9,8,9,no,"Two or more certificates, diplomas, or degrees",14,yes,no,no,no,yes,no,no,yes
Michael,Honsel,56,Single,7,7,7,8,no,University degree at the Master’s level,5,no,no,no,no,yes,no,yes,no
Michael,Huey,42,Single,9,7,7,9,no,"Two or more certificates, diplomas, or degrees",8,no,no,no,no,no,no,no,no
Michael,K. O'Brien,62,Married,9,7,9,10,yes,Bachelor’s degree or other programs (three or more years),9,no,yes,no,no,yes,no,no,yes
Michael,Lorenzen,35,Married,9,9,7,9,no,"Two or more certificates, diplomas, or degrees",14,yes,no,no,no,no,yes,yes,no
Michael,Rice,51,Married,10,8,9,9,no,University degree at the Doctoral (PhD) level,3,no,no,no,no,yes,no,yes,no
Michael,Sauls,36,Married,9,10,9,8,no,"Two or more certificates, diplomas, or degrees",4,no,no,no,no,no,yes,yes,no
Michael,Stewart Johnson,68,Single,10,9,10,8,yes,University degree at the Master’s level,9,yes,no,no,no,no,yes,yes,yes
Michael,Stocker,44,Married,9,8,10,8,yes,University degree at the Doctoral (PhD) level,11,yes,yes,no,no,yes,no,no,yes
Michael,Wu,68,Single,9,8,10,10,yes,"Two-year degree, diploma or certificate",3,yes,no,no,no,no,yes,no,yes
Michael,Yates,39,Married,9,7,9,10,yes,University degree at the Doctoral (PhD) level,3,yes,no,no,no,yes,no,no,yes
Michelle,Liu Chung,74,Single,9,8,10,10,yes,Bachelor’s degree or other programs (three or more years),2,yes,no,no,no,yes,yes,no,yes
Michelle,Lopez,33,Single,9,10,9,9,yes,Professional degree needed to practice in a licensed profession,8,yes,no,no,no,no,yes,yes,no
Michelle,Simons,25,Married,9,8,9,9,yes,University degree at the Master’s level,14,yes,yes,no,no,no,yes,yes,no
Miguel,Zozaya,27,Married,8,9,9,9,yes,Secondary school (high school diploma),1,no,yes,no,no,no,no,no,yes
Mike,Cameron,74,Single,9,9,7,7,no,University degree at the Master’s level,8,yes,no,no,no,yes,no,no,yes
Mike,Stewart,35,Single,10,10,8,8,no,Secondary school (high school diploma),0,yes,no,no,no,yes,yes,no,no
Mike,Altman,70,Single,7,9,9,10,no,Secondary school (high school diploma),15,yes,no,no,no,yes,no,yes,yes
Mike,Gessini,61,Single,9,10,8,7,yes,Bachelor’s degree or other programs (three or more years),13,yes,no,no,no,yes,no,yes,yes
Mike,H. Mahony,57,Married,9,10,7,7,yes,Professional degree needed to practice in a licensed profession,3,no,no,no,no,no,yes,no,no
Mike,Jones,54,Married,9,8,8,9,no,"Two-year degree, diploma or certificate",12,yes,yes,no,no,no,yes,no,yes
Mike,Stern,36,Married,8,8,8,10,no,"Two or more certificates, diplomas, or degrees",15,yes,no,no,no,yes,no,no,no
Mike,Valerio,34,Single,7,9,10,7,no,"Two or more certificates, diplomas, or degrees",15,no,no,no,no,no,no,no,no
Miranda,Carroll,28,Single,9,8,10,7,no,Professional degree needed to practice in a licensed profession,8,yes,no,no,no,yes,yes,yes,yes
Miranda,Douglas,67,Married,9,10,10,8,no,University degree at the Doctoral (PhD) level,13,yes,yes,no,no,yes,no,yes,yes
Miranda,Roberts,27,Single,7,10,8,8,no,Bachelor’s degree or other programs (three or more years),14,yes,no,no,no,yes,no,yes,no
Mitch,Kopelman,58,Single,7,7,7,8,no,"Two or more certificates, diplomas, or degrees",10,yes,no,no,no,yes,no,yes,no
Mitra,Shahidi,73,Single,7,10,9,8,no,University degree at the Master’s level,14,no,no,no,no,yes,yes,no,no
Molly,Glover,37,Married,7,8,9,9,yes,Professional degree needed to practice in a licensed profession,11,yes,no,no,no,yes,no,no,yes
Molly,Goldbaum,61,Single,8,8,9,7,no,Secondary school (high school diploma),5,no,no,no,no,yes,yes,no,yes
Molly,Jones,28,Married,9,10,8,7,no,"Two or more certificates, diplomas, or degrees",1,no,no,no,no,yes,no,yes,yes
Molly,Meyer,58,Single,9,8,8,7,yes,"Two or more certificates, diplomas, or degrees",2,no,no,no,no,yes,no,yes,no
Molly,Speacht,31,Single,9,10,8,9,no,University degree at the Master’s level,5,no,no,no,no,yes,yes,yes,yes
Momo,LeBeau,75,Single,10,10,9,8,no,University degree at the Doctoral (PhD) level,12,yes,no,no,no,yes,yes,yes,no
Monica,Sonand,37,Married,9,10,9,9,yes,"Two-year degree, diploma or certificate",1,yes,no,no,no,yes,no,no,no
MontaQue,Lamont Allen Ruffin,39,Single,8,10,9,7,yes,Secondary school (high school diploma),0,no,no,no,no,yes,no,yes,no
Morgan,Karadi,22,Married,7,10,10,7,no,Professional degree needed to practice in a licensed profession,2,yes,no,no,no,yes,yes,no,yes
Morgan,Miars,44,Single,8,7,7,9,no,"Two or more certificates, diplomas, or degrees",4,yes,no,no,no,yes,yes,yes,yes
Morris,Lum,35,Married,8,10,10,9,no,Secondary school (high school diploma),5,no,no,no,no,no,yes,yes,no
Myra,Gibson,35,Married,10,10,8,7,yes,"One-year degree, diploma or certificate",13,yes,yes,no,no,yes,no,no,yes
Nancy,Anaisodin Dinh,57,Married,7,10,7,9,no,"Two or more certificates, diplomas, or degrees",9,yes,yes,no,no,no,yes,no,no
Nancy,Howard,41,Married,10,8,10,10,yes,Professional degree needed to practice in a licensed profession,0,no,no,no,no,yes,yes,yes,no
Nat,McLaughlin,57,Single,7,9,10,9,no,Bachelor’s degree or other programs (three or more years),9,no,no,no,no,yes,yes,no,yes
Natalie,Cunningham,18,Married,10,9,7,8,no,"Two or more certificates, diplomas, or degrees",12,no,no,no,no,no,yes,no,yes
Natalie,Leggett,68,Single,9,8,8,9,yes,Professional degree needed to practice in a licensed profession,15,yes,no,no,no,no,no,no,yes
Natalie,Lyon,18,Married,9,8,7,8,yes,University degree at the Master’s level,5,no,yes,no,no,yes,no,yes,no
Nate,Skeen,48,Single,7,8,10,7,yes,"One-year degree, diploma or certificate",15,no,no,no,no,no,yes,yes,no
Nathaniel,Smith,28,Single,9,7,7,10,yes,Professional degree needed to practice in a licensed profession,2,yes,no,no,no,yes,yes,no,yes
Ned,Russell,25,Married,9,10,10,9,no,Bachelor’s degree or other programs (three or more years),11,no,no,no,no,yes,yes,no,no
Neel,Hammond,57,Married,8,7,7,10,yes,"One-year degree, diploma or certificate",6,no,no,no,no,no,no,yes,yes
Neil,Helm,31,Single,10,10,9,7,yes,Professional degree needed to practice in a licensed profession,11,no,no,no,no,yes,no,yes,yes
Nelson,Bohol,67,Single,9,8,9,7,yes,"Two or more certificates, diplomas, or degrees",15,no,no,no,no,yes,no,yes,yes
Nelson,Sette Siu,37,Single,10,10,8,10,no,Secondary school (high school diploma),14,no,no,no,no,no,yes,no,yes
Néstor,Benito Fernandez,19,Married,9,10,10,7,yes,Bachelor’s degree or other programs (three or more years),13,yes,yes,no,no,no,yes,yes,no
Ngawang,Samphel,39,Single,8,8,7,9,no,Bachelor’s degree or other programs (three or more years),7,no,no,no,no,yes,no,yes,no
Nic,Bishop,25,Married,10,9,9,10,yes,Bachelor’s degree or other programs (three or more years),1,no,yes,no,no,no,no,yes,no
Nicholas,Harris,48,Single,9,8,9,8,no,Bachelor’s degree or other programs (three or more years),4,no,no,no,no,yes,yes,no,yes
Nicholas,C. Smith,33,Single,10,9,9,10,no,"Two or more certificates, diplomas, or degrees",13,yes,no,no,no,no,no,no,no
Nicholas,Docter,55,Married,8,7,7,10,yes,University degree at the Doctoral (PhD) level,9,yes,yes,no,no,no,no,no,no
Nick,Balian,67,Married,9,9,9,10,yes,"One-year degree, diploma or certificate",11,yes,yes,no,no,no,yes,yes,yes
Nick,Porcino,54,Single,7,7,10,10,no,"Two or more certificates, diplomas, or degrees",10,no,no,no,no,yes,yes,no,no
Nico,Abondolo,44,Married,9,7,8,7,no,Bachelor’s degree or other programs (three or more years),14,yes,yes,no,no,yes,yes,no,no
Nicole,Johnson,73,Married,7,7,7,9,yes,Bachelor’s degree or other programs (three or more years),12,yes,yes,no,no,yes,yes,yes,no
Nicole,Lloyd,41,Single,8,8,8,7,yes,Professional degree needed to practice in a licensed profession,3,no,no,no,no,yes,yes,yes,yes
Nicole,Mitchell,60,Single,7,8,9,10,yes,University degree at the Doctoral (PhD) level,13,no,no,no,no,no,no,yes,no
Nicole,Paradis Grindle,71,Single,10,9,9,9,yes,University degree at the Doctoral (PhD) level,8,no,no,no,no,no,no,yes,yes
Niketa,Roman,47,Single,8,10,8,8,no,"Two or more certificates, diplomas, or degrees",4,no,no,no,no,yes,no,no,yes
Niño,Ellington,37,Married,7,8,10,9,yes,University degree at the Doctoral (PhD) level,0,no,no,no,no,yes,no,yes,yes
Noel,Mason,57,Single,7,10,9,7,no,Secondary school (high school diploma),4,no,no,no,no,yes,no,yes,no
Nora,S. Willett,70,Single,10,10,10,10,yes,"One-year degree, diploma or certificate",14,no,no,no,no,yes,no,yes,no
Oliver,Walker,37,Married,9,8,9,8,no,Professional degree needed to practice in a licensed profession,15,yes,no,no,no,yes,yes,yes,no
Oliver,Meiseberg,73,Married,8,10,10,9,no,University degree at the Master’s level,6,yes,yes,no,no,yes,no,no,yes
Olivia,Carter,45,Married,9,7,10,7,yes,Bachelor’s degree or other programs (three or more years),11,no,no,no,no,no,yes,yes,no
Orion,Lee,21,Married,9,8,9,7,no,Bachelor’s degree or other programs (three or more years),6,no,yes,no,no,yes,yes,yes,yes
Osafo,Barker,37,Married,8,9,8,7,yes,University degree at the Master’s level,8,yes,yes,no,no,no,yes,yes,yes
Otito,Greg-Obi,63,Single,10,9,10,7,yes,"Two or more certificates, diplomas, or degrees",12,no,no,no,no,no,yes,no,no
Owen,Martin,29,Single,9,8,7,8,yes,University degree at the Master’s level,1,no,no,no,no,yes,yes,no,yes
Patrick,Campbell,70,Married,10,8,8,7,yes,"Two or more certificates, diplomas, or degrees",9,yes,yes,no,no,yes,no,no,yes
Patrick,Angell,62,Married,7,10,7,9,no,Professional degree needed to practice in a licensed profession,12,no,yes,no,no,yes,no,yes,no
Patrick,James,24,Married,8,7,9,9,no,"One-year degree, diploma or certificate",13,yes,no,no,no,yes,no,no,yes
Patty,Bonfilio,58,Single,7,9,7,9,yes,Bachelor’s degree or other programs (three or more years),8,no,no,no,no,no,yes,yes,yes
Patty,Kihm,67,Married,7,10,8,10,yes,University degree at the Doctoral (PhD) level,8,no,no,no,no,no,no,yes,no
Paul,Chideya,20,Single,10,10,7,9,no,"Two-year degree, diploma or certificate",7,yes,no,no,no,yes,yes,yes,no
Paul,Francisco Diaz,34,Married,8,8,10,9,yes,"Two-year degree, diploma or certificate",2,yes,yes,no,no,no,no,no,yes
Paul,Kanyuk,19,Married,10,10,9,10,no,Secondary school (high school diploma),14,no,yes,no,no,no,yes,no,no
Paul,Kubala,38,Married,10,9,8,9,no,University degree at the Master’s level,1,yes,yes,no,no,yes,no,yes,no
Paul,Kwo,44,Married,8,7,7,8,yes,"One-year degree, diploma or certificate",5,no,no,no,no,no,no,yes,no
Paula,Assadourian,24,Married,9,9,9,8,yes,"Two or more certificates, diplomas, or degrees",0,no,no,no,no,yes,yes,no,no
Pauline,Chu,48,Married,8,10,7,9,yes,University degree at the Doctoral (PhD) level,1,no,yes,no,no,no,yes,yes,no
Pedro,Eustache,61,Single,8,8,9,10,yes,University degree at the Doctoral (PhD) level,6,yes,no,no,no,yes,yes,no,yes
Peggy,Dollaghan,61,Married,7,8,10,10,no,Bachelor’s degree or other programs (three or more years),0,no,yes,no,no,yes,no,no,yes
Per,Christensen,32,Married,9,8,9,8,yes,"Two-year degree, diploma or certificate",13,no,yes,no,no,yes,yes,no,yes
Pete,Anthony,52,Married,9,7,10,9,no,University degree at the Master’s level,6,yes,yes,no,no,no,yes,yes,yes
Pete,Docter,28,Single,10,7,9,7,yes,University degree at the Master’s level,7,no,no,no,no,yes,yes,no,yes
Peter,Nelson,63,Married,8,8,7,7,yes,"One-year degree, diploma or certificate",3,no,no,no,no,no,no,no,no
Peter,Nye,35,Married,7,8,8,10,yes,University degree at the Master’s level,14,yes,no,no,no,no,yes,no,yes
Peter,Plackowski,50,Married,10,9,7,9,yes,"Two or more certificates, diplomas, or degrees",4,yes,yes,no,no,yes,yes,no,no
Peter,Roe,41,Married,8,10,7,7,yes,Professional degree needed to practice in a licensed profession,13,no,yes,no,no,yes,no,yes,yes
Peter,Rotter,21,Married,10,10,8,8,no,"Two or more certificates, diplomas, or degrees",0,yes,yes,no,no,no,no,yes,no
Peter,Schreiber,57,Single,9,10,9,9,yes,Bachelor’s degree or other programs (three or more years),3,no,no,no,no,yes,no,yes,yes
Peter,Sohn,69,Single,10,9,10,8,yes,"Two or more certificates, diplomas, or degrees",7,no,no,no,no,no,no,yes,yes
Peter,Ward,20,Single,8,7,10,8,yes,University degree at the Doctoral (PhD) level,13,no,no,no,no,yes,no,no,yes
Philip,Graham,30,Married,9,9,9,9,no,Professional degree needed to practice in a licensed profession,3,no,no,no,no,no,no,no,no
Philip,Klein,36,Single,7,8,10,7,no,Secondary school (high school diploma),12,yes,no,no,no,no,no,no,no
Philip,Metschan,75,Single,10,9,8,8,no,Professional degree needed to practice in a licensed profession,15,yes,no,no,no,no,yes,no,yes
Philippe,LePrince,70,Married,8,7,8,8,yes,Secondary school (high school diploma),6,yes,no,no,no,yes,yes,yes,no
Phillip,Levy,37,Married,9,9,10,10,yes,"Two-year degree, diploma or certificate",8,no,no,no,no,yes,yes,no,yes
Phyllis,Ting,70,Single,7,9,7,8,yes,Professional degree needed to practice in a licensed profession,9,yes,no,no,no,yes,yes,yes,yes
Piper,Freeman,72,Married,10,10,10,7,no,"One-year degree, diploma or certificate",3,no,yes,no,no,no,no,no,yes
PK,Livingston,74,Single,7,9,9,10,no,"Two-year degree, diploma or certificate",6,no,no,no,no,yes,no,yes,no
Pol,Jeremias-Vila,45,Single,10,8,7,9,yes,Secondary school (high school diploma),6,no,no,no,no,yes,no,no,no
Prescila,de Borthole Vertamatti,25,Married,8,9,9,10,yes,University degree at the Master’s level,11,no,yes,no,no,yes,yes,no,yes
Rachael,Bigelow,58,Single,10,8,7,9,no,University degree at the Master’s level,2,yes,no,no,no,yes,no,yes,yes
Rachel,Agana,53,Single,9,7,7,8,yes,"Two-year degree, diploma or certificate",4,yes,no,no,no,yes,no,no,yes
Rachel,H. Slansky,70,Single,9,8,7,9,yes,"Two or more certificates, diplomas, or degrees",10,no,no,no,no,no,yes,no,no
Rachel,Tharp,65,Single,7,9,8,10,no,University degree at the Master’s level,12,yes,no,no,no,yes,no,yes,no
Rain,Angeles,57,Married,9,8,7,9,no,Secondary school (high school diploma),3,no,yes,no,no,no,yes,no,no
Raja,Bala,63,Single,9,10,9,9,no,University degree at the Doctoral (PhD) level,4,yes,no,no,no,no,yes,no,no
Rami,Kasim,48,Married,10,8,8,7,yes,Professional degree needed to practice in a licensed profession,4,yes,yes,no,no,yes,no,no,no
Raquel,Bordin,19,Married,10,8,8,10,no,University degree at the Doctoral (PhD) level,9,yes,yes,no,no,no,yes,yes,no
Ray,Strickler,28,Single,10,10,8,10,no,University degree at the Master’s level,13,yes,no,no,no,yes,no,yes,yes
Raymond,V. Wong,18,Married,10,10,8,8,no,Secondary school (high school diploma),11,yes,yes,no,no,no,yes,yes,yes
Rebecca,Holmes,62,Married,10,9,8,7,yes,University degree at the Master’s level,9,yes,yes,no,no,no,no,yes,yes
Rebecca,Warren,42,Married,7,10,10,7,yes,University degree at the Doctoral (PhD) level,10,no,yes,no,no,yes,no,no,no
Rebecca,Mosqueda,73,Single,7,10,8,7,no,"Two-year degree, diploma or certificate",12,no,no,no,no,no,yes,no,yes
Rebecca,Shieh,40,Single,10,7,7,7,no,Professional degree needed to practice in a licensed profession,4,no,no,no,no,no,no,no,no
Reema,Batnagar,66,Single,7,10,10,10,yes,"Two or more certificates, diplomas, or degrees",10,no,no,no,no,no,yes,no,no
Reid,Casey,34,Married,9,9,8,7,no,Secondary school (high school diploma),10,yes,no,no,no,yes,yes,no,no
Ren,Klyce,75,Married,7,9,10,8,no,"Two-year degree, diploma or certificate",12,yes,yes,no,no,yes,no,yes,no
Renee,Tam,33,Married,7,9,10,9,no,"Two-year degree, diploma or certificate",10,no,yes,no,no,no,yes,no,no
Ricardo,Nadu,64,Married,10,10,7,8,no,Professional degree needed to practice in a licensed profession,7,yes,no,no,no,no,yes,no,no
Ricardo,Pacheco Solano,33,Married,10,7,7,7,yes,"One-year degree, diploma or certificate",1,no,yes,no,no,yes,yes,no,no
Richard,Cogger,41,Single,10,7,9,9,no,Secondary school (high school diploma),10,yes,no,no,no,yes,yes,no,yes
Richard,Guo,69,Single,8,9,8,7,no,Professional degree needed to practice in a licensed profession,8,yes,no,no,no,yes,no,yes,no
Richard,Kirk,42,Single,8,8,10,10,no,University degree at the Master’s level,5,yes,no,no,no,no,no,no,no
Richard,Snyder,66,Single,9,10,9,7,no,Secondary school (high school diploma),2,yes,no,no,no,yes,yes,no,no
Richard,Wheeler Jr.,62,Married,8,10,9,9,no,"One-year degree, diploma or certificate",7,no,no,no,no,no,no,no,yes
Richard,Yoshioka,55,Single,10,7,9,10,yes,Professional degree needed to practice in a licensed profession,14,yes,no,no,no,no,no,yes,no
Riley,Hale,69,Single,7,7,7,9,no,"Two or more certificates, diplomas, or degrees",7,no,no,no,no,yes,yes,yes,yes
Rob,Cassie,29,Married,10,9,10,7,no,University degree at the Doctoral (PhD) level,8,yes,no,no,no,no,no,no,yes
Rob,Duquette Thompson,49,Married,10,9,8,7,yes,Secondary school (high school diploma),12,no,no,no,no,yes,yes,yes,yes
Rob,Fusari,24,Single,10,10,9,10,no,"One-year degree, diploma or certificate",4,no,no,no,no,yes,yes,no,yes
Rob,Jensen,56,Married,10,7,10,10,yes,Secondary school (high school diploma),9,no,yes,no,no,yes,yes,no,yes
Rob,Kinelski,32,Married,8,7,8,8,no,Bachelor’s degree or other programs (three or more years),1,yes,yes,no,no,no,no,no,no
Rob,Rowe,49,Married,7,8,7,10,no,Secondary school (high school diploma),10,yes,no,no,no,yes,yes,yes,no
Rob,Schaer,33,Single,8,8,8,7,no,"One-year degree, diploma or certificate",3,no,no,no,no,no,no,yes,yes
Robb,Donovan,56,Single,8,10,10,10,no,Professional degree needed to practice in a licensed profession,3,no,no,no,no,yes,no,yes,yes
Robb,Gibbs,32,Married,9,9,7,10,no,Secondary school (high school diploma),7,yes,no,no,no,yes,no,yes,no
Robbin,Huntingdale,52,Married,9,8,8,8,yes,University degree at the Master’s level,2,no,yes,no,no,yes,no,no,yes
Robert,Gray,58,Married,10,9,10,10,no,Bachelor’s degree or other programs (three or more years),15,no,no,no,no,yes,yes,no,yes
Robert,Brophy,45,Single,9,8,10,9,no,"One-year degree, diploma or certificate",9,yes,no,no,no,yes,yes,yes,no
Robert,Graf,61,Single,9,9,10,8,yes,Professional degree needed to practice in a licensed profession,6,no,no,no,no,no,yes,no,no
Robert,Grahamjones,41,Single,8,7,7,9,no,"Two or more certificates, diplomas, or degrees",15,no,no,no,no,no,no,no,no
Robert,Hamrick,28,Single,10,8,8,9,no,"Two or more certificates, diplomas, or degrees",7,yes,no,no,no,no,no,no,yes
Robert,Kinkead,68,Single,10,7,7,10,no,University degree at the Master’s level,10,no,no,no,no,no,yes,no,no
Robert,Kosai,20,Single,8,10,7,8,no,"Two-year degree, diploma or certificate",8,no,no,no,no,no,yes,no,yes
Robert,Tachoires,45,Single,9,8,9,10,no,Professional degree needed to practice in a licensed profession,0,no,no,no,no,yes,no,yes,no
Roberto,Cani,44,Married,9,9,10,8,no,"Two-year degree, diploma or certificate",13,yes,yes,no,no,yes,no,no,yes
Robin,Leigh,21,Single,10,9,9,8,no,University degree at the Doctoral (PhD) level,15,no,no,no,no,yes,yes,no,no
Robyn,Rindge,52,Single,8,10,8,10,yes,Professional degree needed to practice in a licensed profession,12,yes,no,no,no,yes,no,yes,yes
Roger,Gould,58,Married,7,10,8,10,yes,Bachelor’s degree or other programs (three or more years),6,no,yes,no,no,no,yes,yes,no
Roger,Julià Satorra,32,Married,9,10,10,10,no,Bachelor’s degree or other programs (three or more years),12,no,yes,no,no,no,no,no,yes
Roland,Allen,62,Single,9,10,8,10,no,Bachelor’s degree or other programs (three or more years),4,no,no,no,no,no,no,no,no
Roland,Robinson,21,Single,9,10,9,7,yes,Bachelor’s degree or other programs (three or more years),6,yes,no,no,no,no,no,yes,no
Roman,Morgan,57,Married,8,10,10,8,yes,Secondary school (high school diploma),11,yes,yes,no,no,no,yes,yes,no
Rona,Francisco Li,40,Single,9,10,9,7,no,University degree at the Doctoral (PhD) level,8,yes,no,no,no,no,yes,yes,yes
Rona,Liu,62,Married,7,10,8,10,no,"One-year degree, diploma or certificate",7,no,yes,no,no,no,yes,yes,no
Rosalie,Chiang,33,Married,9,10,8,8,yes,"Two-year degree, diploma or certificate",14,yes,no,no,no,no,no,no,no
Rosana,Kot,52,Single,9,7,7,9,no,University degree at the Doctoral (PhD) level,7,yes,no,no,no,yes,yes,no,no
Rosana,Sullivan,47,Married,10,8,7,9,no,"Two-year degree, diploma or certificate",13,no,no,no,no,no,no,no,no
Rose,Corrigan,48,Single,7,8,9,9,no,"Two-year degree, diploma or certificate",13,yes,no,no,no,no,no,yes,no
Rosie,Cole,39,Married,10,8,7,10,no,Bachelor’s degree or other programs (three or more years),14,yes,yes,no,no,no,yes,yes,no
Rosie,Wacha,60,Single,9,9,8,9,no,University degree at the Master’s level,12,no,no,no,no,yes,yes,no,no
Royce,Wesley,56,Married,7,8,7,8,yes,"Two or more certificates, diplomas, or degrees",13,yes,yes,no,no,no,no,yes,no
Rubie,Smith,68,Married,10,8,8,8,no,Professional degree needed to practice in a licensed profession,6,no,no,no,no,yes,yes,yes,yes
Rui,Tong,49,Married,9,7,8,8,no,"Two-year degree, diploma or certificate",12,no,yes,no,no,yes,no,yes,yes
Russell,Jessica Stough,50,Single,9,9,10,9,no,"Two or more certificates, diplomas, or degrees",8,no,no,no,no,no,no,no,no
Ryan,Adams,27,Married,10,9,9,8,no,University degree at the Doctoral (PhD) level,8,yes,yes,no,no,no,no,yes,yes
Ryan,Hall,55,Married,9,9,7,8,no,Bachelor’s degree or other programs (three or more years),9,yes,no,no,no,no,yes,yes,no
Ryan,Nelson,74,Married,9,8,9,7,no,"Two or more certificates, diplomas, or degrees",10,no,no,no,no,no,no,yes,yes
Ryan,Bujnowicz,31,Married,10,10,9,8,no,"Two or more certificates, diplomas, or degrees",8,no,no,no,no,no,yes,no,no
Ryan,Darkes,41,Single,8,7,7,8,no,University degree at the Doctoral (PhD) level,15,yes,no,no,no,yes,yes,no,yes
Ryan,Michero,63,Single,9,10,8,7,yes,Bachelor’s degree or other programs (three or more years),13,yes,no,no,no,no,no,yes,yes
Sabine,Koch O'Sullivan,38,Single,8,8,7,8,no,Secondary school (high school diploma),4,no,no,no,no,no,yes,no,yes
Sabrina,Reed,56,Married,8,7,7,7,no,"Two-year degree, diploma or certificate",7,no,yes,no,no,no,no,yes,yes
Sally,Garbarini,49,Married,8,8,10,10,no,"Two-year degree, diploma or certificate",15,no,no,no,no,yes,no,yes,no
Samantha,Evans,42,Married,7,10,9,9,yes,Secondary school (high school diploma),1,yes,yes,no,no,yes,yes,yes,yes
Samantha,Benedetti,43,Single,8,10,10,7,yes,"Two-year degree, diploma or certificate",0,yes,no,no,no,no,no,no,yes
Samara,Al-Jumaily,44,Married,10,8,7,8,no,Secondary school (high school diploma),1,yes,yes,no,no,no,no,yes,yes
Samuel,Le,54,Single,9,8,10,8,yes,Bachelor’s degree or other programs (three or more years),10,no,no,no,no,no,yes,no,no
Samuel,Lehmer,53,Married,10,10,8,8,no,Professional degree needed to practice in a licensed profession,15,no,no,no,no,yes,yes,no,yes
Sandra,Karpman,64,Married,8,9,9,10,yes,"Two-year degree, diploma or certificate",15,yes,yes,no,no,no,yes,yes,yes
Sandra,Oh,60,Single,9,8,10,9,yes,"Two-year degree, diploma or certificate",2,yes,no,no,no,yes,no,yes,yes
Sara,Hanlan,55,Married,7,10,10,8,yes,Professional degree needed to practice in a licensed profession,3,yes,yes,no,no,no,yes,yes,no
Sara,Mann,26,Single,9,10,7,8,yes,"One-year degree, diploma or certificate",6,no,no,no,no,yes,no,no,no
Sara,Sharp,67,Married,9,10,10,8,yes,University degree at the Master’s level,15,yes,no,no,no,yes,no,no,no
Sarah,Tucker,73,Married,9,7,8,7,no,"Two-year degree, diploma or certificate",6,yes,yes,no,no,no,no,no,yes
Sarah,Boggs,64,Single,7,9,7,9,yes,University degree at the Doctoral (PhD) level,9,yes,no,no,no,yes,no,yes,yes
Sarah,Dunham,67,Married,10,8,9,10,no,"Two or more certificates, diplomas, or degrees",9,no,no,no,no,yes,yes,no,yes
Sarah,Forcier,50,Single,8,9,10,9,yes,"One-year degree, diploma or certificate",10,no,no,no,no,yes,no,yes,yes
Sarah,Hutchinson,38,Married,9,8,9,8,no,University degree at the Doctoral (PhD) level,4,no,no,no,no,no,yes,no,no
Sarah,Jo Helton,55,Single,7,8,9,7,no,"One-year degree, diploma or certificate",11,yes,no,no,no,no,yes,yes,no
Sarah,Streicher,51,Single,8,7,9,9,no,Bachelor’s degree or other programs (three or more years),0,yes,no,no,no,yes,no,yes,yes
Sarah,Thawer,56,Married,7,9,7,8,no,"One-year degree, diploma or certificate",2,yes,no,no,no,yes,no,no,yes
Sarah,Thornblade,53,Single,7,10,9,8,no,University degree at the Doctoral (PhD) level,12,yes,no,no,no,yes,no,yes,no
Sasha,Roiz,73,Single,9,10,10,7,no,Professional degree needed to practice in a licensed profession,2,no,no,no,no,no,yes,yes,yes
Saunder,Choi,36,Married,9,7,7,7,no,"Two-year degree, diploma or certificate",9,no,no,no,no,yes,yes,no,no
Sayoko,Wu,65,Married,10,7,7,10,yes,Professional degree needed to practice in a licensed profession,0,yes,no,no,no,yes,no,yes,yes
Scott,Curtis,18,Married,7,8,8,7,no,"Two-year degree, diploma or certificate",12,yes,no,no,no,yes,no,no,no
Scott,Morse,43,Married,9,9,8,7,no,"Two or more certificates, diplomas, or degrees",4,no,yes,no,no,no,yes,no,yes
Scott,Tilley,24,Married,7,10,9,8,no,Secondary school (high school diploma),14,yes,no,no,no,yes,no,no,no
